id,name,cpu,ram,gpu,battery,volume,weight,display,maker,sw_os,price,image,content
1023,ASUS 비보북 S533FA-BQ027,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,512,1.8,15.6,ASUS,미포함(프리도스),일시품절,ASUSimgs122.jpg,ASUSimgsdt122.jpg
1024,ASUS 비보북15 D513IA-BQ380,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,42,256,1.8,15.6,ASUS,미포함(프리도스),599000,ASUSimgs123.jpg,ASUSimgsdt123.jpg
1025,ASUS TUF Dash F15 FX516PR-HN002,인텔_코어i7-11세대_i7-11370H (3.3GHz),16,RTX3070,76,512,2,15.6,ASUS,미포함(프리도스),1749000,ASUSimgs124.jpg,ASUSimgsdt124.jpg
1026,ASUS ROG STRIX G713QR-HG021,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,1TB,3,17.3,ASUS,미포함(프리도스),일시품절,ASUSimgs125.jpg,ASUSimgsdt125.jpg
1027,ASUS ROG SCAR G733QS-HG027,AMD_라이젠9-4세대_5900HX (3.3GHz),16,RTX3080,90,1TB,3,17.3,ASUS,미포함(프리도스),2999000,ASUSimgs126.jpg,ASUSimgsdt126.jpg
1028,ASUS ROG SCAR G733QR-HG014,AMD_라이젠9-4세대_5900HX (3.3GHz),32,RTX3070,90,1TB,3,17.3,ASUS,미포함(프리도스),2399000,ASUSimgs127.jpg,ASUSimgsdt127.jpg
1029,ASUS ROG 제피러스 G GA503QR-HQ008,AMD_라이젠9-4세대_5900HS (3.0GHz),16,RTX3070,90,1TB,1.9,15.6,ASUS,미포함(프리도스),2199000,ASUSimgs128.jpg,ASUSimgsdt128.jpg
1030,ASUS ROG STRIX G712LU-H7021,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,GTX1660 Ti,66,512,2.83,17.3,ASUS,미포함(프리도스),1398990,ASUSimgs129.jpg,ASUSimgsdt129.jpg
1031,ASUS ROG STRIX G513QR-HF010,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,1TB,2.3,15.6,ASUS,미포함(프리도스),1949000,ASUSimgs130.jpg,ASUSimgsdt130.jpg
1032,ASUS ROG STRIX G713QR-HG025,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,512,3,17.3,ASUS,미포함(프리도스),1899000,ASUSimgs131.jpg,ASUSimgsdt131.jpg
1033,ASUS 비보북 S533FA-BQ027 WIN10,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,512,1.8,15.6,ASUS,윈도우10,일시품절,ASUSimgs132.jpg,ASUSimgsdt132.jpg
1034,ASUS 비보북 D413IA-EB326,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,42,256,1.4,14,ASUS,미포함(프리도스),599000,ASUSimgs133.jpg,ASUSimgsdt133.jpg
1035,ASUS 비보북15 X513EA-BQ031,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,42,256,1.8,15.6,ASUS,미포함(프리도스),698990,ASUSimgs134.jpg,ASUSimgsdt134.jpg
1036,ASUS 젠북14 UX425EA-BM117,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),16,내장그래픽,67,512,1.17,14,ASUS,미포함(프리도스),999000,ASUSimgs135.jpg,ASUSimgsdt135.jpg
1037,ASUS TUF Gaming A17 FA706II-H7023 16GB램,AMD_라이젠7-3세대_4800H (2.9GHz),16,GTX1650 Ti,48,512,2.6,17.3,ASUS,미포함(프리도스),1103520,ASUSimgs136.jpg,ASUSimgsdt136.jpg
1038,ASUS 젠북 플립13 UX363EA-HP213T,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,67,512,1.3,13.3,ASUS,윈도우10,1549000,ASUSimgs137.jpg,ASUSimgsdt137.jpg
1039,ASUS 비보북 S15 S533EQ-BQ025,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,MX350,50,512,1.8,15.6,ASUS,미포함(프리도스),965680,ASUSimgs138.jpg,ASUSimgsdt138.jpg
1040,ASUS TUF Gaming A15 FA506QR-AZ001,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,1TB,2.3,15.6,ASUS,미포함(프리도스),1899000,ASUSimgs139.jpg,ASUSimgsdt139.jpg
1041,ASUS ROG Flow GV301QH-K6004T,AMD_라이젠7-4세대_5800HS (2.8GHz),16,GTX1650,62,512,1.3,13.4,ASUS,윈도우10,1699000,ASUSimgs140.jpg,ASUSimgsdt140.jpg
1042,ASUS ROG 제피러스 G GA503QS-HQ003T,AMD_라이젠9-4세대_5900HS (3.0GHz),32,RTX3080MAX-Q,90,1TB,1.9,15.6,ASUS,윈도우10,2899000,ASUSimgs141.jpg,ASUSimgsdt141.jpg
1043,ASUS TUF Gaming A15 FA506II-HN162,AMD_라이젠5-3세대_4600H (3.0GHz),8,GTX1650 Ti,48,512,2.3,15.6,ASUS,미포함(프리도스),919000,ASUSimgs142.jpg,ASUSimgsdt142.jpg
1044,ASUS ROG Flow GV301QH-K5107T,AMD_라이젠9-4세대_5900HS (3.0GHz),16,GTX1650,62,1TB,1.3,13.4,ASUS,윈도우10,1999000,ASUSimgs143.jpg,ASUSimgsdt143.jpg
1045,ASUS ROG 제피러스 듀오 GX551QS-HB013T,AMD_라이젠9-4세대_5900HX (3.3GHz),32,RTX3080,90,2TB,2.48,15.6,ASUS,윈도우10,4699000,ASUSimgs144.jpg,ASUSimgsdt144.jpg
1046,ASUS ROG SCAR G733QR-HG076,AMD_라이젠9-4세대_5900HX (3.3GHz),16,RTX3070,90,512,3,17.3,ASUS,미포함(프리도스),2199000,ASUSimgs145.jpg,ASUSimgsdt145.jpg
1047,ASUS 비보북15 M513IA-BQ275 16GB램,AMD_라이젠5-3세대_4500U (2.3GHz),16,내장그래픽,42,512,1.8,15.6,ASUS,미포함(프리도스),768990,ASUSimgs146.jpg,ASUSimgsdt146.jpg
1048,ASUS 젠북14 UX425EA-BM113T,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,67,512,1.17,14,ASUS,윈도우10,1299000,ASUSimgs147.jpg,ASUSimgsdt147.jpg
1049,ASUS 비보북 X512DA-BQ475,AMD_라이젠5-2세대_3500U (2.1GHz),4,내장그래픽,37,128,1.6,15.6,ASUS,미포함(프리도스),479000,ASUSimgs148.jpg,ASUSimgsdt148.jpg
1050,ASUS 비보북 S533FA-BQ026,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,512,1.8,15.6,ASUS,미포함(프리도스),일시품절,ASUSimgs149.jpg,ASUSimgsdt149.jpg
1051,ASUS TUF Dash F15 FX516PR-AZ019,인텔_코어i7-11세대_i7-11370H (3.3GHz),16,RTX3070,76,1TB,2,15.6,ASUS,미포함(프리도스),1899000,ASUSimgs150.jpg,ASUSimgsdt150.jpg
1052,ASUS TUF Gaming A15 FA506IH-HN128,AMD_라이젠5-3세대_4600H (3.0GHz),8,GTX1650,48,512,2.3,15.6,ASUS,미포함(프리도스),799000,ASUSimgs151.jpg,ASUSimgsdt151.jpg
1053,ASUS 비보북 S533FA-BQ027,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,512,1.8,15.6,ASUS,미포함(프리도스),일시품절,ASUSimgs152.jpg,ASUSimgsdt152.jpg
1054,ASUS 비보북15 D513IA-BQ380,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,42,256,1.8,15.6,ASUS,미포함(프리도스),599000,ASUSimgs153.jpg,ASUSimgsdt153.jpg
1055,ASUS TUF Dash F15 FX516PR-HN002,인텔_코어i7-11세대_i7-11370H (3.3GHz),16,RTX3070,76,512,2,15.6,ASUS,미포함(프리도스),1749000,ASUSimgs154.jpg,ASUSimgsdt154.jpg
1056,ASUS ROG STRIX G713QR-HG021,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,1TB,3,17.3,ASUS,미포함(프리도스),일시품절,ASUSimgs155.jpg,ASUSimgsdt155.jpg
1057,ASUS ROG SCAR G733QS-HG027,AMD_라이젠9-4세대_5900HX (3.3GHz),16,RTX3080,90,1TB,3,17.3,ASUS,미포함(프리도스),2999000,ASUSimgs156.jpg,ASUSimgsdt156.jpg
1058,ASUS ROG SCAR G733QR-HG014,AMD_라이젠9-4세대_5900HX (3.3GHz),32,RTX3070,90,1TB,3,17.3,ASUS,미포함(프리도스),2399000,ASUSimgs157.jpg,ASUSimgsdt157.jpg
1059,ASUS ROG 제피러스 G GA503QR-HQ008,AMD_라이젠9-4세대_5900HS (3.0GHz),16,RTX3070,90,1TB,1.9,15.6,ASUS,미포함(프리도스),2199000,ASUSimgs158.jpg,ASUSimgsdt158.jpg
1060,ASUS ROG STRIX G712LU-H7021,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,GTX1660 Ti,66,512,2.83,17.3,ASUS,미포함(프리도스),1398990,ASUSimgs159.jpg,ASUSimgsdt159.jpg
1061,ASUS ROG STRIX G513QR-HF010,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,1TB,2.3,15.6,ASUS,미포함(프리도스),1949000,ASUSimgs160.jpg,ASUSimgsdt160.jpg
1062,ASUS ROG STRIX G713QR-HG025,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,512,3,17.3,ASUS,미포함(프리도스),1899000,ASUSimgs161.jpg,ASUSimgsdt161.jpg
1063,ASUS 비보북 S533FA-BQ027 WIN10,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,512,1.8,15.6,ASUS,윈도우10,일시품절,ASUSimgs162.jpg,ASUSimgsdt162.jpg
1064,ASUS 비보북 D413IA-EB326,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,42,256,1.4,14,ASUS,미포함(프리도스),599000,ASUSimgs163.jpg,ASUSimgsdt163.jpg
1065,ASUS 비보북15 X513EA-BQ031,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,42,256,1.8,15.6,ASUS,미포함(프리도스),698990,ASUSimgs164.jpg,ASUSimgsdt164.jpg
1066,ASUS 젠북14 UX425EA-BM117,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),16,내장그래픽,67,512,1.17,14,ASUS,미포함(프리도스),999000,ASUSimgs165.jpg,ASUSimgsdt165.jpg
1067,ASUS TUF Gaming A17 FA706II-H7023 16GB램,AMD_라이젠7-3세대_4800H (2.9GHz),16,GTX1650 Ti,48,512,2.6,17.3,ASUS,미포함(프리도스),1103520,ASUSimgs166.jpg,ASUSimgsdt166.jpg
1068,ASUS 젠북 플립13 UX363EA-HP213T,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,67,512,1.3,13.3,ASUS,윈도우10,1549000,ASUSimgs167.jpg,ASUSimgsdt167.jpg
1069,ASUS 비보북 S15 S533EQ-BQ025,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,MX350,50,512,1.8,15.6,ASUS,미포함(프리도스),965680,ASUSimgs168.jpg,ASUSimgsdt168.jpg
1070,ASUS TUF Gaming A15 FA506QR-AZ001,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,1TB,2.3,15.6,ASUS,미포함(프리도스),1899000,ASUSimgs169.jpg,ASUSimgsdt169.jpg
1071,ASUS ROG Flow GV301QH-K6004T,AMD_라이젠7-4세대_5800HS (2.8GHz),16,GTX1650,62,512,1.3,13.4,ASUS,윈도우10,1699000,ASUSimgs170.jpg,ASUSimgsdt170.jpg
1072,ASUS ROG 제피러스 G GA503QS-HQ003T,AMD_라이젠9-4세대_5900HS (3.0GHz),32,RTX3080MAX-Q,90,1TB,1.9,15.6,ASUS,윈도우10,2899000,ASUSimgs171.jpg,ASUSimgsdt171.jpg
1073,ASUS TUF Gaming A15 FA506II-HN162,AMD_라이젠5-3세대_4600H (3.0GHz),8,GTX1650 Ti,48,512,2.3,15.6,ASUS,미포함(프리도스),919000,ASUSimgs172.jpg,ASUSimgsdt172.jpg
1074,ASUS ROG Flow GV301QH-K5107T,AMD_라이젠9-4세대_5900HS (3.0GHz),16,GTX1650,62,1TB,1.3,13.4,ASUS,윈도우10,1999000,ASUSimgs173.jpg,ASUSimgsdt173.jpg
1075,ASUS ROG 제피러스 듀오 GX551QS-HB013T,AMD_라이젠9-4세대_5900HX (3.3GHz),32,RTX3080,90,2TB,2.48,15.6,ASUS,윈도우10,4699000,ASUSimgs174.jpg,ASUSimgsdt174.jpg
1076,ASUS ROG SCAR G733QR-HG076,AMD_라이젠9-4세대_5900HX (3.3GHz),16,RTX3070,90,512,3,17.3,ASUS,미포함(프리도스),2199000,ASUSimgs175.jpg,ASUSimgsdt175.jpg
1077,ASUS 비보북15 M513IA-BQ275 16GB램,AMD_라이젠5-3세대_4500U (2.3GHz),16,내장그래픽,42,512,1.8,15.6,ASUS,미포함(프리도스),768990,ASUSimgs176.jpg,ASUSimgsdt176.jpg
1078,ASUS 젠북14 UX425EA-BM113T,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,67,512,1.17,14,ASUS,윈도우10,1299000,ASUSimgs177.jpg,ASUSimgsdt177.jpg
1079,ASUS 비보북 X512DA-BQ475,AMD_라이젠5-2세대_3500U (2.1GHz),4,내장그래픽,37,128,1.6,15.6,ASUS,미포함(프리도스),479000,ASUSimgs178.jpg,ASUSimgsdt178.jpg
1080,ASUS 비보북 S533FA-BQ026,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,512,1.8,15.6,ASUS,미포함(프리도스),일시품절,ASUSimgs179.jpg,ASUSimgsdt179.jpg
1081,ASUS TUF Dash F15 FX516PR-AZ019,인텔_코어i7-11세대_i7-11370H (3.3GHz),16,RTX3070,76,1TB,2,15.6,ASUS,미포함(프리도스),1899000,ASUSimgs180.jpg,ASUSimgsdt180.jpg
1082,ASUS TUF Gaming A15 FA506IH-HN128,AMD_라이젠5-3세대_4600H (3.0GHz),8,GTX1650,48,512,2.3,15.6,ASUS,미포함(프리도스),799000,ASUSimgs181.jpg,ASUSimgsdt181.jpg
1083,ASUS 비보북 S533FA-BQ027,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,512,1.8,15.6,ASUS,미포함(프리도스),일시품절,ASUSimgs182.jpg,ASUSimgsdt182.jpg
1084,ASUS 비보북15 D513IA-BQ380,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,42,256,1.8,15.6,ASUS,미포함(프리도스),599000,ASUSimgs183.jpg,ASUSimgsdt183.jpg
1085,ASUS TUF Dash F15 FX516PR-HN002,인텔_코어i7-11세대_i7-11370H (3.3GHz),16,RTX3070,76,512,2,15.6,ASUS,미포함(프리도스),1749000,ASUSimgs184.jpg,ASUSimgsdt184.jpg
1086,ASUS ROG STRIX G713QR-HG021,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,1TB,3,17.3,ASUS,미포함(프리도스),일시품절,ASUSimgs185.jpg,ASUSimgsdt185.jpg
1087,ASUS ROG SCAR G733QS-HG027,AMD_라이젠9-4세대_5900HX (3.3GHz),16,RTX3080,90,1TB,3,17.3,ASUS,미포함(프리도스),2999000,ASUSimgs186.jpg,ASUSimgsdt186.jpg
1088,ASUS ROG SCAR G733QR-HG014,AMD_라이젠9-4세대_5900HX (3.3GHz),32,RTX3070,90,1TB,3,17.3,ASUS,미포함(프리도스),2399000,ASUSimgs187.jpg,ASUSimgsdt187.jpg
1089,ASUS ROG 제피러스 G GA503QR-HQ008,AMD_라이젠9-4세대_5900HS (3.0GHz),16,RTX3070,90,1TB,1.9,15.6,ASUS,미포함(프리도스),2199000,ASUSimgs188.jpg,ASUSimgsdt188.jpg
1090,ASUS ROG STRIX G712LU-H7021,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,GTX1660 Ti,66,512,2.83,17.3,ASUS,미포함(프리도스),1398990,ASUSimgs189.jpg,ASUSimgsdt189.jpg
1091,ASUS ROG STRIX G513QR-HF010,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,1TB,2.3,15.6,ASUS,미포함(프리도스),1949000,ASUSimgs190.jpg,ASUSimgsdt190.jpg
1092,ASUS ROG STRIX G713QR-HG025,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,512,3,17.3,ASUS,미포함(프리도스),1899000,ASUSimgs191.jpg,ASUSimgsdt191.jpg
1093,ASUS 비보북 S533FA-BQ027 WIN10,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,512,1.8,15.6,ASUS,윈도우10,일시품절,ASUSimgs192.jpg,ASUSimgsdt192.jpg
1094,ASUS 비보북 D413IA-EB326,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,42,256,1.4,14,ASUS,미포함(프리도스),599000,ASUSimgs193.jpg,ASUSimgsdt193.jpg
1095,ASUS 비보북15 X513EA-BQ031,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,42,256,1.8,15.6,ASUS,미포함(프리도스),698990,ASUSimgs194.jpg,ASUSimgsdt194.jpg
1096,ASUS 젠북14 UX425EA-BM117,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),16,내장그래픽,67,512,1.17,14,ASUS,미포함(프리도스),999000,ASUSimgs195.jpg,ASUSimgsdt195.jpg
1097,ASUS TUF Gaming A17 FA706II-H7023 16GB램,AMD_라이젠7-3세대_4800H (2.9GHz),16,GTX1650 Ti,48,512,2.6,17.3,ASUS,미포함(프리도스),1103520,ASUSimgs196.jpg,ASUSimgsdt196.jpg
1098,ASUS 젠북 플립13 UX363EA-HP213T,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,67,512,1.3,13.3,ASUS,윈도우10,1549000,ASUSimgs197.jpg,ASUSimgsdt197.jpg
1099,ASUS 비보북 S15 S533EQ-BQ025,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,MX350,50,512,1.8,15.6,ASUS,미포함(프리도스),965680,ASUSimgs198.jpg,ASUSimgsdt198.jpg
1100,ASUS TUF Gaming A15 FA506QR-AZ001,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,1TB,2.3,15.6,ASUS,미포함(프리도스),1899000,ASUSimgs199.jpg,ASUSimgsdt199.jpg
1101,ASUS ROG Flow GV301QH-K6004T,AMD_라이젠7-4세대_5800HS (2.8GHz),16,GTX1650,62,512,1.3,13.4,ASUS,윈도우10,1699000,ASUSimgs200.jpg,ASUSimgsdt200.jpg
1102,ASUS ROG 제피러스 G GA503QS-HQ003T,AMD_라이젠9-4세대_5900HS (3.0GHz),32,RTX3080MAX-Q,90,1TB,1.9,15.6,ASUS,윈도우10,2899000,ASUSimgs201.jpg,ASUSimgsdt201.jpg
1103,ASUS TUF Gaming A15 FA506II-HN162,AMD_라이젠5-3세대_4600H (3.0GHz),8,GTX1650 Ti,48,512,2.3,15.6,ASUS,미포함(프리도스),919000,ASUSimgs202.jpg,ASUSimgsdt202.jpg
1104,ASUS ROG Flow GV301QH-K5107T,AMD_라이젠9-4세대_5900HS (3.0GHz),16,GTX1650,62,1TB,1.3,13.4,ASUS,윈도우10,1999000,ASUSimgs203.jpg,ASUSimgsdt203.jpg
1105,ASUS ROG 제피러스 듀오 GX551QS-HB013T,AMD_라이젠9-4세대_5900HX (3.3GHz),32,RTX3080,90,2TB,2.48,15.6,ASUS,윈도우10,4699000,ASUSimgs204.jpg,ASUSimgsdt204.jpg
1106,ASUS ROG SCAR G733QR-HG076,AMD_라이젠9-4세대_5900HX (3.3GHz),16,RTX3070,90,512,3,17.3,ASUS,미포함(프리도스),2199000,ASUSimgs205.jpg,ASUSimgsdt205.jpg
1107,ASUS 비보북15 M513IA-BQ275 16GB램,AMD_라이젠5-3세대_4500U (2.3GHz),16,내장그래픽,42,512,1.8,15.6,ASUS,미포함(프리도스),768990,ASUSimgs206.jpg,ASUSimgsdt206.jpg
1108,ASUS 젠북14 UX425EA-BM113T,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,67,512,1.17,14,ASUS,윈도우10,1299000,ASUSimgs207.jpg,ASUSimgsdt207.jpg
1109,ASUS 비보북 X512DA-BQ475,AMD_라이젠5-2세대_3500U (2.1GHz),4,내장그래픽,37,128,1.6,15.6,ASUS,미포함(프리도스),479000,ASUSimgs208.jpg,ASUSimgsdt208.jpg
1110,ASUS 비보북 S533FA-BQ026,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,512,1.8,15.6,ASUS,미포함(프리도스),일시품절,ASUSimgs209.jpg,ASUSimgsdt209.jpg
1111,ASUS TUF Dash F15 FX516PR-AZ019,인텔_코어i7-11세대_i7-11370H (3.3GHz),16,RTX3070,76,1TB,2,15.6,ASUS,미포함(프리도스),1899000,ASUSimgs210.jpg,ASUSimgsdt210.jpg
1112,ASUS TUF Gaming A15 FA506IH-HN128,AMD_라이젠5-3세대_4600H (3.0GHz),8,GTX1650,48,512,2.3,15.6,ASUS,미포함(프리도스),799000,ASUSimgs211.jpg,ASUSimgsdt211.jpg
1113,ASUS 비보북 S533FA-BQ027,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,512,1.8,15.6,ASUS,미포함(프리도스),일시품절,ASUSimgs212.jpg,ASUSimgsdt212.jpg
1114,ASUS 비보북15 D513IA-BQ380,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,42,256,1.8,15.6,ASUS,미포함(프리도스),599000,ASUSimgs213.jpg,ASUSimgsdt213.jpg
1115,ASUS TUF Dash F15 FX516PR-HN002,인텔_코어i7-11세대_i7-11370H (3.3GHz),16,RTX3070,76,512,2,15.6,ASUS,미포함(프리도스),1749000,ASUSimgs214.jpg,ASUSimgsdt214.jpg
1116,ASUS ROG STRIX G713QR-HG021,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,1TB,3,17.3,ASUS,미포함(프리도스),일시품절,ASUSimgs215.jpg,ASUSimgsdt215.jpg
1117,ASUS ROG SCAR G733QS-HG027,AMD_라이젠9-4세대_5900HX (3.3GHz),16,RTX3080,90,1TB,3,17.3,ASUS,미포함(프리도스),2999000,ASUSimgs216.jpg,ASUSimgsdt216.jpg
1118,ASUS ROG SCAR G733QR-HG014,AMD_라이젠9-4세대_5900HX (3.3GHz),32,RTX3070,90,1TB,3,17.3,ASUS,미포함(프리도스),2399000,ASUSimgs217.jpg,ASUSimgsdt217.jpg
1119,ASUS ROG 제피러스 G GA503QR-HQ008,AMD_라이젠9-4세대_5900HS (3.0GHz),16,RTX3070,90,1TB,1.9,15.6,ASUS,미포함(프리도스),2199000,ASUSimgs218.jpg,ASUSimgsdt218.jpg
1120,ASUS ROG STRIX G712LU-H7021,인텔_코어i7-10세대_i7-10750H (2.6GHz),8,GTX1660 Ti,66,512,2.83,17.3,ASUS,미포함(프리도스),1398990,ASUSimgs219.jpg,ASUSimgsdt219.jpg
1121,ASUS ROG STRIX G513QR-HF010,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,1TB,2.3,15.6,ASUS,미포함(프리도스),1949000,ASUSimgs220.jpg,ASUSimgsdt220.jpg
1122,ASUS ROG STRIX G713QR-HG025,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,512,3,17.3,ASUS,미포함(프리도스),1899000,ASUSimgs221.jpg,ASUSimgsdt221.jpg
1123,ASUS 비보북 S533FA-BQ027 WIN10,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,512,1.8,15.6,ASUS,윈도우10,일시품절,ASUSimgs222.jpg,ASUSimgsdt222.jpg
1124,ASUS 비보북 D413IA-EB326,AMD_라이젠5-3세대_4500U (2.3GHz),8,내장그래픽,42,256,1.4,14,ASUS,미포함(프리도스),599000,ASUSimgs223.jpg,ASUSimgsdt223.jpg
1125,ASUS 비보북15 X513EA-BQ031,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,내장그래픽,42,256,1.8,15.6,ASUS,미포함(프리도스),698990,ASUSimgs224.jpg,ASUSimgsdt224.jpg
1126,ASUS 젠북14 UX425EA-BM117,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),16,내장그래픽,67,512,1.17,14,ASUS,미포함(프리도스),999000,ASUSimgs225.jpg,ASUSimgsdt225.jpg
1127,ASUS TUF Gaming A17 FA706II-H7023 16GB램,AMD_라이젠7-3세대_4800H (2.9GHz),16,GTX1650 Ti,48,512,2.6,17.3,ASUS,미포함(프리도스),1103520,ASUSimgs226.jpg,ASUSimgsdt226.jpg
1128,ASUS 젠북 플립13 UX363EA-HP213T,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,67,512,1.3,13.3,ASUS,윈도우10,1549000,ASUSimgs227.jpg,ASUSimgsdt227.jpg
1129,ASUS 비보북 S15 S533EQ-BQ025,인텔_코어i5-11세대_i5-1135G7 (2.4GHz),8,MX350,50,512,1.8,15.6,ASUS,미포함(프리도스),965680,ASUSimgs228.jpg,ASUSimgsdt228.jpg
1130,ASUS TUF Gaming A15 FA506QR-AZ001,AMD_라이젠7-4세대_5800H (3.2GHz),16,RTX3070,90,1TB,2.3,15.6,ASUS,미포함(프리도스),1899000,ASUSimgs229.jpg,ASUSimgsdt229.jpg
1131,ASUS ROG Flow GV301QH-K6004T,AMD_라이젠7-4세대_5800HS (2.8GHz),16,GTX1650,62,512,1.3,13.4,ASUS,윈도우10,1699000,ASUSimgs230.jpg,ASUSimgsdt230.jpg
1132,ASUS ROG 제피러스 G GA503QS-HQ003T,AMD_라이젠9-4세대_5900HS (3.0GHz),32,RTX3080MAX-Q,90,1TB,1.9,15.6,ASUS,윈도우10,2899000,ASUSimgs231.jpg,ASUSimgsdt231.jpg
1133,ASUS TUF Gaming A15 FA506II-HN162,AMD_라이젠5-3세대_4600H (3.0GHz),8,GTX1650 Ti,48,512,2.3,15.6,ASUS,미포함(프리도스),919000,ASUSimgs232.jpg,ASUSimgsdt232.jpg
1134,ASUS ROG Flow GV301QH-K5107T,AMD_라이젠9-4세대_5900HS (3.0GHz),16,GTX1650,62,1TB,1.3,13.4,ASUS,윈도우10,1999000,ASUSimgs233.jpg,ASUSimgsdt233.jpg
1135,ASUS ROG 제피러스 듀오 GX551QS-HB013T,AMD_라이젠9-4세대_5900HX (3.3GHz),32,RTX3080,90,2TB,2.48,15.6,ASUS,윈도우10,4699000,ASUSimgs234.jpg,ASUSimgsdt234.jpg
1136,ASUS ROG SCAR G733QR-HG076,AMD_라이젠9-4세대_5900HX (3.3GHz),16,RTX3070,90,512,3,17.3,ASUS,미포함(프리도스),2199000,ASUSimgs235.jpg,ASUSimgsdt235.jpg
1137,ASUS 비보북15 M513IA-BQ275 16GB램,AMD_라이젠5-3세대_4500U (2.3GHz),16,내장그래픽,42,512,1.8,15.6,ASUS,미포함(프리도스),768990,ASUSimgs236.jpg,ASUSimgsdt236.jpg
1138,ASUS 젠북14 UX425EA-BM113T,인텔_코어i7-11세대_i7-1165G7 (2.8GHz),16,내장그래픽,67,512,1.17,14,ASUS,윈도우10,1299000,ASUSimgs237.jpg,ASUSimgsdt237.jpg
1139,ASUS 비보북 X512DA-BQ475,AMD_라이젠5-2세대_3500U (2.1GHz),4,내장그래픽,37,128,1.6,15.6,ASUS,미포함(프리도스),479000,ASUSimgs238.jpg,ASUSimgsdt238.jpg
1140,ASUS 비보북 S533FA-BQ026,인텔_코어i5-10세대_i5-10210U (1.6GHz),8,내장그래픽,50,512,1.8,15.6,ASUS,미포함(프리도스),일시품절,ASUSimgs239.jpg,ASUSimgsdt239.jpg
